Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,weight,Job Category,Merged Experience Category,num_comp,avg_salary,job_state,age,python_yn,sql_yn,excel_yn,tableau_yn,power bi_yn,sas_yn,hadoop_yn,spark_yn,tensorflow_yn,keras_yn,pytorch_yn,scikit-learn_yn,matplotlib_yn,snowflake_yn,numpy_yn,pandas_yn,scipy_yn,bigquery_yn,aws_yn,azure_yn,google cloud_yn,airflow_yn,git_yn,docker_yn,kubernetes_yn,r_yn,Description_len
4.3,"Dayton Freight Lines, Inc.",1001 to 5000 employees,Company - Private,Transportation & Logistics,Other,Unknown / Non-Applicable,1,na,Strong Experience,2,79.0,OH,44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884
2.8,Community Action Partnership of San Luis Obispo,501 to 1000 employees,Nonprofit Organization,Government & Public Services,Professional Services,$50 to $100 million (USD),1,data analyst,Some Experience,0,47.5,CA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5435
3.4,TrueAccord,51 to 200 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data analyst,Entry Level,0,69.0,CA,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5483
4.0,DRB Systems,201 to 500 employees,Company - Private,Technology,Technology,$50 to $100 million (USD),1,data analyst,Entry Level,0,49.0,ID,41,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2505
3.7,Corcentric,201 to 500 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data analyst,General Experience,0,59.0,NJ,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774
3.5,U.Group,201 to 500 employees,Company - Private,Technology,Technology,$25 to $50 million (USD),1,data scientist,General Experience,0,88.5,IN,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7107
4.7,Systems Evolution Inc.,201 to 500 employees,Company - Private,Professional Services,Professional Services,$50 to $100 million (USD),1,na,Unknown,0,114.5,NY,33,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4135
4.4,Eventbrite,1001 to 5000 employees,Company - Public,Technology,Technology,$100 to $500 million (USD),1,data engineer,Junior,3,88.0,TN,19,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4471
4.1,Centro,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data engineer,Unknown,3,100.0,IL,24,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4948
2.5,comScore,1001 to 5000 employees,Company - Public,Media & Entertainment,Professional Services,$1 to $2 billion (USD),1,data scientist,Junior,3,96.5,OR,26,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4466
4.2,SullivanCotter,201 to 500 employees,Company - Private,Professional Services,Professional Services,Unknown / Non-Applicable,1,data analyst,Unknown,3,76.0,MN,33,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385
3.9,NPD,1001 to 5000 employees,Company - Private,Professional Services,Professional Services,$100 to $500 million (USD),1,data scientist,Unknown,0,15.5,NY,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5019
4.3,Bakery Agency,1 to 50 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,1,data scientist,Strong Experience,0,83.5,TX,15,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3111
3.9,Genentech,10000+ employees,Subsidiary or Business Segment,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data scientist,Some Experience,0,163.0,CA,49,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4502
3.4,Blue Cross & Blue Shield of Rhode Island,501 to 1000 employees,Nonprofit Organization,Finance & Insurance,Finance & Insurance,Unknown / Non-Applicable,1,data analyst,Some Experience,1,100.0,RI,86,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4837
3.8,Boys Town,1001 to 5000 employees,Nonprofit Organization,Government & Public Services,Professional Services,Unknown / Non-Applicable,1,scientist,Some Experience,3,52.5,NE,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837
3.3,The HSC Health Care System,501 to 1000 employees,Nonprofit Organization,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,1,data analyst,Unknown,0,50.0,DC,142,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135
3.4,Pro-Sphere Tek,201 to 500 employees,Company - Private,Professional Services,Professional Services,$50 to $100 million (USD),1,data engineer,Some Experience,0,93.0,TX,19,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3799
3.0,Ameritas Life Insurance Corp,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$2 to $5 billion (USD),1,data scientist,Unknown,0,94.5,OH,138,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3421
3.7,Genworth,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),1,data scientist,Junior,3,102.0,NC,21,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,5558
3.2,"Numeric, LLC",1 to 50 employees,Company - Private,Professional Services,Professional Services,$5 to $10 million (USD),1,data scientist,Strong Experience,0,155.0,PA,-1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1817
3.9,Trace Data,51 to 200 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10 to $25 million (USD),1,data scientist,General Experience,0,108.0,CA,25,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3029
4.2,Clearwater Analytics,501 to 1000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$50 to $100 million (USD),1,data analyst,Unknown,0,63.5,ID,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2643
4.0,"Tekvalley, Corp.",1 to 50 employees,Company - Private,Technology,Technology,Less than $1 million (USD),1,data scientist,Junior,0,109.0,CA,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,714
3.5,BWX Technologies,5001 to 10000 employees,Company - Public,Manufacturing & Engineering,Manufacturing & Engineering,$500 million to $1 billion (USD),1,data scientist,General Experience,0,96.0,TN,175,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3796
3.2,PennyMac,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),1,data engineer,General Experience,3,101.0,CA,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2501
3.9,Vermeer,1001 to 5000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$1 to $2 billion (USD),1,data engineer,General Experience,3,77.5,IA,77,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3490
3.5,L&T Infotech,10000+ employees,Company - Public,Technology,Technology,Unknown / Non-Applicable,1,data scientist,Senior,3,90.0,CA,28,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1231
4.3,OceanFirst Financial,501 to 1000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$5 to $10 billion (USD),1,data analyst,General Experience,0,58.0,NJ,123,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6600
3.6,Sotheby's,1001 to 5000 employees,Company - Public,Media & Entertainment,Retail,$500 million to $1 billion (USD),1,data scientist,Unknown,0,128.0,NY,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2041
2.3,Vanda Pharmaceuticals,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),1,data scientist,General Experience,0,101.0,DC,22,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1727
4.0,Novetta,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),1,data scientist,General Experience,3,142.0,VA,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4637
4.1,CK-12 Foundation,1 to 50 employees,Company - Private,Education,Education,Unknown / Non-Applicable,1,data scientist,Junior,0,169.0,CA,18,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4743
4.2,Opinion Dynamics,51 to 200 employees,Company - Private,Professional Services,Professional Services,$10 to $25 million (USD),1,data analyst,General Experience,0,52.5,CA,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3849
4.6,Applied Information Sciences,501 to 1000 employees,Company - Private,Technology,Technology,$50 to $100 million (USD),1,data engineer,Strong Experience,0,75.5,TX,43,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2047
3.7,Swiss Re,10000+ employees,Company - Public,Finance & Insurance,Finance & Insurance,$10+ billion (USD),1,data scientist,Junior,3,139.0,NY,162,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4929
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data engineer,General Experience,3,102.5,MA,244,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4475
4.4,WK Dickson,201 to 500 employees,Company - Private,Professional Services,Professional Services,$25 to $50 million (USD),1,scientist,Unknown,3,60.5,SC,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934
3.9,Genentech,10000+ employees,Subsidiary or Business Segment,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,scientist,Senior,0,125.0,CA,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),1,data analyst,General Experience,0,81.0,MA,174,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4898
3.4,General Dynamics Information Technology,10000+ employees,Subsidiary or Business Segment,Technology,Technology,$10+ billion (USD),1,data analyst,Junior,3,77.0,DC,29,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3256
4.1,ManTech,5001 to 10000 employees,Company - Public,Professional Services,Professional Services,$1 to $2 billion (USD),1,data engineer,Junior,0,92.0,VA,57,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3243
3.8,Novartis,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),1,data scientist,Unknown,0,121.0,MA,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1937
4.0,Autodesk,5001 to 10000 employees,Company - Public,Technology,Technology,$2 to $5 billion (USD),1,data engineer,Some Experience,0,162.5,CA,43,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2447
3.9,Southwest Research Institute,1001 to 5000 employees,Nonprofit Organization,Professional Services,Professional Services,$500 million to $1 billion (USD),1,scientist,Unknown,3,60.0,TX,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026
-1.0,Muso,201 to 500 employees,Nonprofit Organization,Other,Other,Unknown / Non-Applicable,1,na,Unknown,0,87.5,CA,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5924
4.4,SpringML,1 to 50 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,1,data engineer,Unknown,0,90.5,IN,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1868
2.2,The Integer Group,501 to 1000 employees,Subsidiary or Business Segment,Media & Entertainment,Professional Services,$50 to $100 million (USD),1,data scientist,Junior,3,110.0,TX,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6612
4.1,ManTech,5001 to 10000 employees,Company - Public,Professional Services,Professional Services,$1 to $2 billion (USD),1,data analyst,General Experience,0,70.5,VA,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4755
3.8,PNNL,1001 to 5000 employees,Government,Energy & Utilities,Energy & Utilities,$500 million to $1 billion (USD),2,data scientist,Junior,3,76.5,WA,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6411
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data engineer,Junior,0,92.0,MA,174,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929
3.5,Esri,1001 to 5000 employees,Company - Private,Technology,Technology,$1 to $2 billion (USD),2,data scientist,Some Experience,1,82.0,VA,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4196
3.3,Samba TV,201 to 500 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,2,data scientist,Some Experience,0,164.5,CA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688
3.4,SV Microwave,201 to 500 employees,Company - Public,Technology,Technology,$50 to $100 million (USD),2,data analyst,Entry Level,0,44.0,FL,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290
4.4,SpringML,1 to 50 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Mid Level,0,109.0,VA,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353
3.8,Sumo Logic,501 to 1000 employees,Company - Private,Technology,Technology,Unknown / Non-Applicable,2,data engineer,Unknown,3,149.5,TX,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3297
3.5,EAB,1001 to 5000 employees,Company - Private,Professional Services,Professional Services,Unknown / Non-Applicable,2,data engineer,Entry Level,0,65.5,DC,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4582
3.5,Brighthouse Financial,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,Unknown / Non-Applicable,2,data scientist,Unknown,0,124.5,NC,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3870
2.9,Affinity Solutions,51 to 200 employees,Company - Private,Media & Entertainment,Professional Services,Unknown / Non-Applicable,2,data engineer,Unknown,3,114.0,CA,27,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3333
3.9,Citadel Federal Credit Union,501 to 1000 employees,Nonprofit Organization,Finance & Insurance,Finance & Insurance,Unknown / Non-Applicable,2,data analyst,Unknown,3,49.0,PA,88,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3971
3.7,CALIBRE Systems,501 to 1000 employees,Company - Private,Technology,Technology,$100 to $500 million (USD),2,data analyst,General Experience,3,71.0,VA,36,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,na,General Experience,0,101.0,MA,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4425
3.7,Motorola Solutions,10000+ employees,Company - Public,Technology,Technology,$5 to $10 billion (USD),2,data analyst,Junior,3,61.0,IL,97,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5768
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),2,scientist,Unknown,0,103.5,KY,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5182
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data analyst,Unknown,0,63.0,MA,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5647
3.0,Infosys,10000+ employees,Company - Public,Technology,Technology,$10+ billion (USD),3,na,Junior,3,62.5,CT,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3449
3.5,Alignment Healthcare,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,3,data engineer,Unknown,0,94.5,CA,12,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5743
3.5,Sunovion,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$1 to $2 billion (USD),3,scientist,Some Experience,3,154.5,MA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4517
3.7,Cboe Global Markets,501 to 1000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),3,mle,General Experience,0,87.0,KS,52,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860
3.2,Guidepoint,501 to 1000 employees,Company - Private,Professional Services,Professional Services,Unknown / Non-Applicable,2,data engineer,Entry Level,3,64.5,NY,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2926
2.1,Cerus Corporation,201 to 500 employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$25 to $50 million (USD),3,scientist,General Experience,0,111.5,CA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300
3.7,Takeda Pharmaceuticals,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),3,na,Junior,3,154.5,MA,244,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6817
4.4,Maven Wave Partners,201 to 500 employees,Company - Private,Professional Services,Professional Services,$50 to $100 million (USD),3,data scientist,Mid Level,0,128.5,IL,17,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,3160
3.7,Vail Health,501 to 1000 employees,Hospital,Health & Pharmaceuticals,Health & Pharmaceuticals,$100 to $500 million (USD),3,scientist,Unknown,0,63.0,CO,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945
3.9,AstraZeneca,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),3,data scientist,Entry Level,3,137.0,NY,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3169
4.0,Pinnacol Assurance,501 to 1000 employees,Nonprofit Organization,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),3,data engineer,General Experience,0,99.0,CO,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,4701
4.4,MathWorks,1001 to 5000 employees,Company - Private,Technology,Technology,$1 to $2 billion (USD),3,data scientist,General Experience,0,139.5,MA,41,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518
3.4,MetroStar Systems,201 to 500 employees,Company - Private,Technology,Technology,$25 to $50 million (USD),3,data engineer,Entry Level,0,109.0,MD,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3677
3.3,Liberty Mutual Insurance,10000+ employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),3,data scientist,Junior,3,254.0,IL,113,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4471
2.9,Audentes Therapeutics,201 to 500 employees,Subsidiary or Business Segment,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,3,scientist,Strong Experience,3,73.0,CA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3725
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),3,scientist,Some Experience,0,99.5,NC,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7121
3.3,National Interstate,501 to 1000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$500 million to $1 billion (USD),3,data analyst,Unknown,0,45.5,OH,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2867
4.5,Moser Consulting,51 to 200 employees,Company - Private,Professional Services,Professional Services,$25 to $50 million (USD),3,data engineer,Strong Experience,0,122.5,IN,29,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2311
3.9,TransUnion,5001 to 10000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$1 to $2 billion (USD),3,data scientist,Unknown,0,140.0,IL,57,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5338
3.2,MITRE,5001 to 10000 employees,Nonprofit Organization,Government & Public Services,Government & Public Services,$1 to $2 billion (USD),3,data scientist,General Experience,3,77.5,VA,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243
3.3,Mcphail Associates,1 to 50 employees,Company - Private,Other,Other,Unknown / Non-Applicable,3,scientist,Unknown,0,53.0,MA,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848
3.1,Reynolds American,5001 to 10000 employees,Company - Private,Manufacturing & Engineering,Manufacturing & Engineering,$10+ billion (USD),3,scientist,Some Experience,0,117.5,NC,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7361
2.4,Crown Bioscience,501 to 1000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,$50 to $100 million (USD),3,scientist,Junior,0,70.5,CA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374
4.8,HOVER,51 to 200 employees,Company - Private,Technology,Technology,$25 to $50 million (USD),3,na,General Experience,0,61.5,CA,14,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3693
2.9,Q2 Solutions,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,3,scientist,Unknown,0,70.0,NY,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4707
2.9,Q2 Solutions,1001 to 5000 employees,Company - Private,Health & Pharmaceuticals,Health & Pharmaceuticals,Unknown / Non-Applicable,3,scientist,Unknown,0,80.0,GA,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4613
3.4,Arbella Insurance,1001 to 5000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$100 to $500 million (USD),3,data engineer,Unknown,0,90.0,MA,37,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2752
-1.0,Kronos Bio,Unknown,Company - Private,Other,Other,Unknown / Non-Applicable,3,scientist,Some Experience,0,120.0,MA,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3309
2.6,Software Engineering Institute,501 to 1000 employees,College / University,Education,Education,Unknown / Non-Applicable,3,scientist,Unknown,0,73.5,PA,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3078
3.6,MassMutual,5001 to 10000 employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,na,Unknown,0,129.5,MA,174,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4624
4.0,Pfizer,10000+ employees,Company - Public,Health & Pharmaceuticals,Health & Pharmaceuticals,$10+ billion (USD),2,data scientist,Some Experience,0,167.5,NY,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4914
3.8,Associated Banc-Corp,1001 to 5000 employees,Company - Public,Finance & Insurance,Finance & Insurance,$1 to $2 billion (USD),2,data analyst,Unknown,3,60.0,WI,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4103
3.9,Zest AI,51 to 200 employees,Company - Private,Finance & Insurance,Finance & Insurance,$50 to $100 million (USD),2,data scientist,Unknown,0,180.0,CA,16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3199
3.8,Fareportal,1001 to 5000 employees,Company - Private,Transportation & Logistics,Other,$2 to $5 billion (USD),2,data analyst,Unknown,3,65.0,NY,23,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2501
4.3,Genesys,5001 to 10000 employees,Company - Private,Technology,Technology,$1 to $2 billion (USD),2,data engineer,Some Experience,3,112.5,NC,35,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4577
1.9,Moda Operandi,201 to 500 employees,Company - Private,Retail & Consumer Services,Retail,$100 to $500 million (USD),2,data analyst,Junior,3,87.5,NY,15,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4537
3.3,Liberty Mutual Insurance,10000+ employees,Company - Private,Finance & Insurance,Finance & Insurance,$10+ billion (USD),2,data engineer,General Experience,3,51.5,IN,113,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4323
